date,crop,location,price
2026-04-26,Wheat,Maharashtra,23.11
2026-04-26,Wheat,Punjab,23.07
2026-04-26,Wheat,Gujarat,23.06
2026-04-26,Wheat,Uttar Pradesh,22.21
2026-04-26,Wheat,Madhya Pradesh,21.47
2026-04-26,Rice,Maharashtra,69.45
2026-04-26,Rice,Punjab,67.31
2026-04-26,Rice,Gujarat,68.27
2026-04-26,Rice,Uttar Pradesh,64.27
2026-04-26,Rice,Madhya Pradesh,62.42
2026-04-26,Tomato,Maharashtra,18.25
2026-04-26,Tomato,Punjab,17.35
2026-04-26,Tomato,Gujarat,17.8
2026-04-26,Tomato,Uttar Pradesh,16.83
2026-04-26,Tomato,Madhya Pradesh,16.37
2026-04-26,Potato,Maharashtra,15.89
2026-04-26,Potato,Punjab,15.75
2026-04-26,Potato,Gujarat,15.49
2026-04-26,Potato,Uttar Pradesh,15.1
2026-04-26,Potato,Madhya Pradesh,14.21
2026-04-26,Cotton,Maharashtra,64.43
2026-04-26,Cotton,Punjab,62.45
2026-04-26,Cotton,Gujarat,63.14
2026-04-26,Cotton,Uttar Pradesh,59.99
2026-04-26,Cotton,Madhya Pradesh,58.56
2026-04-26,Soybean,Maharashtra,44.15
2026-04-26,Soybean,Punjab,42.32
2026-04-26,Soybean,Gujarat,42.77
2026-04-26,Soybean,Uttar Pradesh,40.95
2026-04-26,Soybean,Madhya Pradesh,39.93
2026-04-27,Wheat,Maharashtra,24.02
2026-04-27,Wheat,Punjab,22.89
2026-04-27,Wheat,Gujarat,22.88
2026-04-27,Wheat,Uttar Pradesh,21.57
2026-04-27,Wheat,Madhya Pradesh,20.99
2026-04-27,Rice,Maharashtra,69.08
2026-04-27,Rice,Punjab,67.05
2026-04-27,Rice,Gujarat,67.55
2026-04-27,Rice,Uttar Pradesh,64.76
2026-04-27,Rice,Madhya Pradesh,62.52
2026-04-27,Tomato,Maharashtra,18.49
2026-04-27,Tomato,Punjab,17.56
2026-04-27,Tomato,Gujarat,17.87
2026-04-27,Tomato,Uttar Pradesh,16.44
2026-04-27,Tomato,Madhya Pradesh,16.67
2026-04-27,Potato,Maharashtra,15.96
2026-04-27,Potato,Punjab,15.89
2026-04-27,Potato,Gujarat,15.74
2026-04-27,Potato,Uttar Pradesh,14.88
2026-04-27,Potato,Madhya Pradesh,14.39
2026-04-27,Cotton,Maharashtra,64.45
2026-04-27,Cotton,Punjab,62.46
2026-04-27,Cotton,Gujarat,63.97
2026-04-27,Cotton,Uttar Pradesh,60.42
2026-04-27,Cotton,Madhya Pradesh,58.92
2026-04-27,Soybean,Maharashtra,43.78
2026-04-27,Soybean,Punjab,42.2
2026-04-27,Soybean,Gujarat,43.17
2026-04-27,Soybean,Uttar Pradesh,40.51
2026-04-27,Soybean,Madhya Pradesh,39.35
2026-04-28,Wheat,Maharashtra,23.62
2026-04-28,Wheat,Punjab,22.69
2026-04-28,Wheat,Gujarat,23.61
2026-04-28,Wheat,Uttar Pradesh,21.61
2026-04-28,Wheat,Madhya Pradesh,21.58
2026-04-28,Rice,Maharashtra,69.51
2026-04-28,Rice,Punjab,67.71
2026-04-28,Rice,Gujarat,67.81
2026-04-28,Rice,Uttar Pradesh,64.8
2026-04-28,Rice,Madhya Pradesh,62.75
2026-04-28,Tomato,Maharashtra,17.92
2026-04-28,Tomato,Punjab,17.82
2026-04-28,Tomato,Gujarat,18.12
2026-04-28,Tomato,Uttar Pradesh,16.58
2026-04-28,Tomato,Madhya Pradesh,16.39
2026-04-28,Potato,Maharashtra,16.09
2026-04-28,Potato,Punjab,15.76
2026-04-28,Potato,Gujarat,16.12
2026-04-28,Potato,Uttar Pradesh,14.62
2026-04-28,Potato,Madhya Pradesh,14.17
2026-04-28,Cotton,Maharashtra,65.01
2026-04-28,Cotton,Punjab,62.65
2026-04-28,Cotton,Gujarat,63.29
2026-04-28,Cotton,Uttar Pradesh,60.1
2026-04-28,Cotton,Madhya Pradesh,58.17
2026-04-28,Soybean,Maharashtra,43.82
2026-04-28,Soybean,Punjab,42.71
2026-04-28,Soybean,Gujarat,42.82
2026-04-28,Soybean,Uttar Pradesh,40.68
2026-04-28,Soybean,Madhya Pradesh,39.9
2026-04-29,Wheat,Maharashtra,23.79
2026-04-29,Wheat,Punjab,22.86
2026-04-29,Wheat,Gujarat,23.32
2026-04-29,Wheat,Uttar Pradesh,22.43
2026-04-29,Wheat,Madhya Pradesh,21.62
2026-04-29,Rice,Maharashtra,69.58
2026-04-29,Rice,Punjab,67.63
2026-04-29,Rice,Gujarat,68.57
2026-04-29,Rice,Uttar Pradesh,64.75
2026-04-29,Rice,Madhya Pradesh,62.89
2026-04-29,Tomato,Maharashtra,18.08
2026-04-29,Tomato,Punjab,17.83
2026-04-29,Tomato,Gujarat,17.92
2026-04-29,Tomato,Uttar Pradesh,16.31
2026-04-29,Tomato,Madhya Pradesh,15.89
2026-04-29,Potato,Maharashtra,15.8
2026-04-29,Potato,Punjab,15.78
2026-04-29,Potato,Gujarat,15.76
2026-04-29,Potato,Uttar Pradesh,14.71
2026-04-29,Potato,Madhya Pradesh,14.09
2026-04-29,Cotton,Maharashtra,65.12
2026-04-29,Cotton,Punjab,63.28
2026-04-29,Cotton,Gujarat,64.14
2026-04-29,Cotton,Uttar Pradesh,60.6
2026-04-29,Cotton,Madhya Pradesh,58.74
2026-04-29,Soybean,Maharashtra,43.44
2026-04-29,Soybean,Punjab,42.15
2026-04-29,Soybean,Gujarat,42.96
2026-04-29,Soybean,Uttar Pradesh,40.76
2026-04-29,Soybean,Madhya Pradesh,39.43
2026-04-30,Wheat,Maharashtra,23.2
2026-04-30,Wheat,Punjab,23.39
2026-04-30,Wheat,Gujarat,23.49
2026-04-30,Wheat,Uttar Pradesh,22.11
2026-04-30,Wheat,Madhya Pradesh,21.81
2026-04-30,Rice,Maharashtra,70.01
2026-04-30,Rice,Punjab,67.7
2026-04-30,Rice,Gujarat,67.96
2026-04-30,Rice,Uttar Pradesh,64.42
2026-04-30,Rice,Madhya Pradesh,63.15
2026-04-30,Tomato,Maharashtra,17.86
2026-04-30,Tomato,Punjab,17.53
2026-04-30,Tomato,Gujarat,17.97
2026-04-30,Tomato,Uttar Pradesh,16.38
2026-04-30,Tomato,Madhya Pradesh,16.27
2026-04-30,Potato,Maharashtra,16.14
2026-04-30,Potato,Punjab,15.54
2026-04-30,Potato,Gujarat,15.29
2026-04-30,Potato,Uttar Pradesh,14.78
2026-04-30,Potato,Madhya Pradesh,14.31
2026-04-30,Cotton,Maharashtra,65.19
2026-04-30,Cotton,Punjab,63.52
2026-04-30,Cotton,Gujarat,63.61
2026-04-30,Cotton,Uttar Pradesh,60.88
2026-04-30,Cotton,Madhya Pradesh,58.61
2026-04-30,Soybean,Maharashtra,44.29
2026-04-30,Soybean,Punjab,42.91
2026-04-30,Soybean,Gujarat,43.06
2026-04-30,Soybean,Uttar Pradesh,40.88
2026-04-30,Soybean,Madhya Pradesh,39.49
2026-05-01,Wheat,Maharashtra,23.45
2026-05-01,Wheat,Punjab,23.42
2026-05-01,Wheat,Gujarat,23.08
2026-05-01,Wheat,Uttar Pradesh,22.06
2026-05-01,Wheat,Madhya Pradesh,21.86
2026-05-01,Rice,Maharashtra,69.72
2026-05-01,Rice,Punjab,67.62
2026-05-01,Rice,Gujarat,68.15
2026-05-01,Rice,Uttar Pradesh,64.61
2026-05-01,Rice,Madhya Pradesh,62.8
2026-05-01,Tomato,Maharashtra,18.11
2026-05-01,Tomato,Punjab,17.47
2026-05-01,Tomato,Gujarat,17.77
2026-05-01,Tomato,Uttar Pradesh,16.36
2026-05-01,Tomato,Madhya Pradesh,16.2
2026-05-01,Potato,Maharashtra,16.44
2026-05-01,Potato,Punjab,15.49
2026-05-01,Potato,Gujarat,15.91
2026-05-01,Potato,Uttar Pradesh,14.57
2026-05-01,Potato,Madhya Pradesh,14.96
2026-05-01,Cotton,Maharashtra,65.21
2026-05-01,Cotton,Punjab,62.98
2026-05-01,Cotton,Gujarat,63.52
2026-05-01,Cotton,Uttar Pradesh,60.81
2026-05-01,Cotton,Madhya Pradesh,58.95
2026-05-01,Soybean,Maharashtra,43.43
2026-05-01,Soybean,Punjab,43.08
2026-05-01,Soybean,Gujarat,43.42
2026-05-01,Soybean,Uttar Pradesh,40.88
2026-05-01,Soybean,Madhya Pradesh,39.28
2026-05-02,Wheat,Maharashtra,23.98
2026-05-02,Wheat,Punjab,22.97
2026-05-02,Wheat,Gujarat,23.41
2026-05-02,Wheat,Uttar Pradesh,22.08
2026-05-02,Wheat,Madhya Pradesh,21.17
2026-05-02,Rice,Maharashtra,69.95
2026-05-02,Rice,Punjab,68.11
2026-05-02,Rice,Gujarat,68.03
2026-05-02,Rice,Uttar Pradesh,65.03
2026-05-02,Rice,Madhya Pradesh,62.87
2026-05-02,Tomato,Maharashtra,18.23
2026-05-02,Tomato,Punjab,17.31
2026-05-02,Tomato,Gujarat,17.85
2026-05-02,Tomato,Uttar Pradesh,16.98
2026-05-02,Tomato,Madhya Pradesh,15.89
2026-05-02,Potato,Maharashtra,16.31
2026-05-02,Potato,Punjab,15.48
2026-05-02,Potato,Gujarat,16.15
2026-05-02,Potato,Uttar Pradesh,14.96
2026-05-02,Potato,Madhya Pradesh,14.82
2026-05-02,Cotton,Maharashtra,64.97
2026-05-02,Cotton,Punjab,63.12
2026-05-02,Cotton,Gujarat,64.03
2026-05-02,Cotton,Uttar Pradesh,61.34
2026-05-02,Cotton,Madhya Pradesh,58.97
2026-05-02,Soybean,Maharashtra,43.48
2026-05-02,Soybean,Punjab,42.61
2026-05-02,Soybean,Gujarat,42.84
2026-05-02,Soybean,Uttar Pradesh,40.96
2026-05-02,Soybean,Madhya Pradesh,39.7
2026-05-03,Wheat,Maharashtra,23.62
2026-05-03,Wheat,Punjab,22.81
2026-05-03,Wheat,Gujarat,22.9
2026-05-03,Wheat,Uttar Pradesh,22.29
2026-05-03,Wheat,Madhya Pradesh,21.48
2026-05-03,Rice,Maharashtra,69.4
2026-05-03,Rice,Punjab,67.95
2026-05-03,Rice,Gujarat,67.88
2026-05-03,Rice,Uttar Pradesh,65.27
2026-05-03,Rice,Madhya Pradesh,63.24
2026-05-03,Tomato,Maharashtra,18.08
2026-05-03,Tomato,Punjab,17.14
2026-05-03,Tomato,Gujarat,17.59
2026-05-03,Tomato,Uttar Pradesh,16.9
2026-05-03,Tomato,Madhya Pradesh,16.55
2026-05-03,Potato,Maharashtra,16.03
2026-05-03,Potato,Punjab,15.11
2026-05-03,Potato,Gujarat,15.73
2026-05-03,Potato,Uttar Pradesh,15.05
2026-05-03,Potato,Madhya Pradesh,14.88
2026-05-03,Cotton,Maharashtra,65.64
2026-05-03,Cotton,Punjab,63.34
2026-05-03,Cotton,Gujarat,64.05
2026-05-03,Cotton,Uttar Pradesh,60.87
2026-05-03,Cotton,Madhya Pradesh,59.27
2026-05-03,Soybean,Maharashtra,43.73
2026-05-03,Soybean,Punjab,42.72
2026-05-03,Soybean,Gujarat,42.64
2026-05-03,Soybean,Uttar Pradesh,40.86
2026-05-03,Soybean,Madhya Pradesh,40.11
2026-05-04,Wheat,Maharashtra,23.53
2026-05-04,Wheat,Punjab,23.2
2026-05-04,Wheat,Gujarat,23.39
2026-05-04,Wheat,Uttar Pradesh,22.46
2026-05-04,Wheat,Madhya Pradesh,21.78
2026-05-04,Rice,Maharashtra,70.08
2026-05-04,Rice,Punjab,67.61
2026-05-04,Rice,Gujarat,68.21
2026-05-04,Rice,Uttar Pradesh,65.29
2026-05-04,Rice,Madhya Pradesh,63.34
2026-05-04,Tomato,Maharashtra,18.1
2026-05-04,Tomato,Punjab,16.75
2026-05-04,Tomato,Gujarat,16.95
2026-05-04,Tomato,Uttar Pradesh,16.67
2026-05-04,Tomato,Madhya Pradesh,16.46
2026-05-04,Potato,Maharashtra,16.54
2026-05-04,Potato,Punjab,15.83
2026-05-04,Potato,Gujarat,15.67
2026-05-04,Potato,Uttar Pradesh,14.57
2026-05-04,Potato,Madhya Pradesh,14.65
2026-05-04,Cotton,Maharashtra,65.72
2026-05-04,Cotton,Punjab,63.43
2026-05-04,Cotton,Gujarat,64.3
2026-05-04,Cotton,Uttar Pradesh,61.4
2026-05-04,Cotton,Madhya Pradesh,58.67
2026-05-04,Soybean,Maharashtra,44.1
2026-05-04,Soybean,Punjab,42.35
2026-05-04,Soybean,Gujarat,42.85
2026-05-04,Soybean,Uttar Pradesh,40.53
2026-05-04,Soybean,Madhya Pradesh,39.67
2026-05-05,Wheat,Maharashtra,23.77
2026-05-05,Wheat,Punjab,23.32
2026-05-05,Wheat,Gujarat,22.93
2026-05-05,Wheat,Uttar Pradesh,21.71
2026-05-05,Wheat,Madhya Pradesh,21.82
2026-05-05,Rice,Maharashtra,69.89
2026-05-05,Rice,Punjab,67.52
2026-05-05,Rice,Gujarat,68.86
2026-05-05,Rice,Uttar Pradesh,64.76
2026-05-05,Rice,Madhya Pradesh,63.09
2026-05-05,Tomato,Maharashtra,17.44
2026-05-05,Tomato,Punjab,16.93
2026-05-05,Tomato,Gujarat,16.85
2026-05-05,Tomato,Uttar Pradesh,16.81
2026-05-05,Tomato,Madhya Pradesh,16.4
2026-05-05,Potato,Maharashtra,16.23
2026-05-05,Potato,Punjab,15.25
2026-05-05,Potato,Gujarat,15.69
2026-05-05,Potato,Uttar Pradesh,14.83
2026-05-05,Potato,Madhya Pradesh,14.61
2026-05-05,Cotton,Maharashtra,65.57
2026-05-05,Cotton,Punjab,63.49
2026-05-05,Cotton,Gujarat,63.94
2026-05-05,Cotton,Uttar Pradesh,61.42
2026-05-05,Cotton,Madhya Pradesh,58.9
2026-05-05,Soybean,Maharashtra,43.68
2026-05-05,Soybean,Punjab,42.53
2026-05-05,Soybean,Gujarat,42.7
2026-05-05,Soybean,Uttar Pradesh,40.95
2026-05-05,Soybean,Madhya Pradesh,39.7
2026-05-06,Wheat,Maharashtra,24.22
2026-05-06,Wheat,Punjab,22.85
2026-05-06,Wheat,Gujarat,23.76
2026-05-06,Wheat,Uttar Pradesh,22.31
2026-05-06,Wheat,Madhya Pradesh,21.24
2026-05-06,Rice,Maharashtra,69.89
2026-05-06,Rice,Punjab,68.02
2026-05-06,Rice,Gujarat,68.74
2026-05-06,Rice,Uttar Pradesh,64.72
2026-05-06,Rice,Madhya Pradesh,63.28
2026-05-06,Tomato,Maharashtra,17.64
2026-05-06,Tomato,Punjab,17.54
2026-05-06,Tomato,Gujarat,17.09
2026-05-06,Tomato,Uttar Pradesh,16.76
2026-05-06,Tomato,Madhya Pradesh,16.07
2026-05-06,Potato,Maharashtra,15.92
2026-05-06,Potato,Punjab,15.74
2026-05-06,Potato,Gujarat,15.88
2026-05-06,Potato,Uttar Pradesh,15.17
2026-05-06,Potato,Madhya Pradesh,14.76
2026-05-06,Cotton,Maharashtra,65.68
2026-05-06,Cotton,Punjab,63.99
2026-05-06,Cotton,Gujarat,64.4
2026-05-06,Cotton,Uttar Pradesh,61.56
2026-05-06,Cotton,Madhya Pradesh,59.43
2026-05-06,Soybean,Maharashtra,43.59
2026-05-06,Soybean,Punjab,42.47
2026-05-06,Soybean,Gujarat,43.03
2026-05-06,Soybean,Uttar Pradesh,41.1
2026-05-06,Soybean,Madhya Pradesh,39.21
2026-05-07,Wheat,Maharashtra,23.55
2026-05-07,Wheat,Punjab,23.32
2026-05-07,Wheat,Gujarat,22.97
2026-05-07,Wheat,Uttar Pradesh,21.8
2026-05-07,Wheat,Madhya Pradesh,21.53
2026-05-07,Rice,Maharashtra,70.35
2026-05-07,Rice,Punjab,67.91
2026-05-07,Rice,Gujarat,68.96
2026-05-07,Rice,Uttar Pradesh,65.55
2026-05-07,Rice,Madhya Pradesh,62.98
2026-05-07,Tomato,Maharashtra,17.92
2026-05-07,Tomato,Punjab,17.08
2026-05-07,Tomato,Gujarat,17.57
2026-05-07,Tomato,Uttar Pradesh,16.67
2026-05-07,Tomato,Madhya Pradesh,15.76
2026-05-07,Potato,Maharashtra,15.69
2026-05-07,Potato,Punjab,16.08
2026-05-07,Potato,Gujarat,15.41
2026-05-07,Potato,Uttar Pradesh,15.47
2026-05-07,Potato,Madhya Pradesh,14.9
2026-05-07,Cotton,Maharashtra,65.83
2026-05-07,Cotton,Punjab,64.21
2026-05-07,Cotton,Gujarat,64.82
2026-05-07,Cotton,Uttar Pradesh,61.53
2026-05-07,Cotton,Madhya Pradesh,59.22
2026-05-07,Soybean,Maharashtra,44.07
2026-05-07,Soybean,Punjab,42.04
2026-05-07,Soybean,Gujarat,42.98
2026-05-07,Soybean,Uttar Pradesh,40.81
2026-05-07,Soybean,Madhya Pradesh,39.78
2026-05-08,Wheat,Maharashtra,23.94
2026-05-08,Wheat,Punjab,23.18
2026-05-08,Wheat,Gujarat,23.64
2026-05-08,Wheat,Uttar Pradesh,22.63
2026-05-08,Wheat,Madhya Pradesh,21.12
2026-05-08,Rice,Maharashtra,69.66
2026-05-08,Rice,Punjab,67.46
2026-05-08,Rice,Gujarat,68.98
2026-05-08,Rice,Uttar Pradesh,65.33
2026-05-08,Rice,Madhya Pradesh,63.69
2026-05-08,Tomato,Maharashtra,17.28
2026-05-08,Tomato,Punjab,16.62
2026-05-08,Tomato,Gujarat,17.55
2026-05-08,Tomato,Uttar Pradesh,16.79
2026-05-08,Tomato,Madhya Pradesh,15.69
2026-05-08,Potato,Maharashtra,15.99
2026-05-08,Potato,Punjab,15.27
2026-05-08,Potato,Gujarat,16.23
2026-05-08,Potato,Uttar Pradesh,14.82
2026-05-08,Potato,Madhya Pradesh,14.55
2026-05-08,Cotton,Maharashtra,65.29
2026-05-08,Cotton,Punjab,64.2
2026-05-08,Cotton,Gujarat,64.07
2026-05-08,Cotton,Uttar Pradesh,61.26
2026-05-08,Cotton,Madhya Pradesh,59.6
2026-05-08,Soybean,Maharashtra,44.01
2026-05-08,Soybean,Punjab,42.96
2026-05-08,Soybean,Gujarat,42.85
2026-05-08,Soybean,Uttar Pradesh,41.09
2026-05-08,Soybean,Madhya Pradesh,39.25
2026-05-09,Wheat,Maharashtra,23.71
2026-05-09,Wheat,Punjab,22.71
2026-05-09,Wheat,Gujarat,23.33
2026-05-09,Wheat,Uttar Pradesh,22.11
2026-05-09,Wheat,Madhya Pradesh,21.98
2026-05-09,Rice,Maharashtra,69.52
2026-05-09,Rice,Punjab,67.85
2026-05-09,Rice,Gujarat,68.59
2026-05-09,Rice,Uttar Pradesh,65.77
2026-05-09,Rice,Madhya Pradesh,63.67
2026-05-09,Tomato,Maharashtra,17.11
2026-05-09,Tomato,Punjab,17.2
2026-05-09,Tomato,Gujarat,17.22
2026-05-09,Tomato,Uttar Pradesh,16.82
2026-05-09,Tomato,Madhya Pradesh,15.7
2026-05-09,Potato,Maharashtra,15.99
2026-05-09,Potato,Punjab,15.33
2026-05-09,Potato,Gujarat,15.41
2026-05-09,Potato,Uttar Pradesh,15.37
2026-05-09,Potato,Madhya Pradesh,14.52
2026-05-09,Cotton,Maharashtra,65.93
2026-05-09,Cotton,Punjab,64.03
2026-05-09,Cotton,Gujarat,64.62
2026-05-09,Cotton,Uttar Pradesh,60.91
2026-05-09,Cotton,Madhya Pradesh,59.79
2026-05-09,Soybean,Maharashtra,43.5
2026-05-09,Soybean,Punjab,42.13
2026-05-09,Soybean,Gujarat,42.98
2026-05-09,Soybean,Uttar Pradesh,40.41
2026-05-09,Soybean,Madhya Pradesh,39.85
2026-05-10,Wheat,Maharashtra,23.52
2026-05-10,Wheat,Punjab,22.85
2026-05-10,Wheat,Gujarat,23.73
2026-05-10,Wheat,Uttar Pradesh,22.05
2026-05-10,Wheat,Madhya Pradesh,21.19
2026-05-10,Rice,Maharashtra,70.44
2026-05-10,Rice,Punjab,67.54
2026-05-10,Rice,Gujarat,69.06
2026-05-10,Rice,Uttar Pradesh,65.01
2026-05-10,Rice,Madhya Pradesh,62.99
2026-05-10,Tomato,Maharashtra,17.22
2026-05-10,Tomato,Punjab,16.65
2026-05-10,Tomato,Gujarat,17.3
2026-05-10,Tomato,Uttar Pradesh,15.83
2026-05-10,Tomato,Madhya Pradesh,15.32
2026-05-10,Potato,Maharashtra,16.4
2026-05-10,Potato,Punjab,15.38
2026-05-10,Potato,Gujarat,15.62
2026-05-10,Potato,Uttar Pradesh,14.71
2026-05-10,Potato,Madhya Pradesh,14.13
2026-05-10,Cotton,Maharashtra,66.1
2026-05-10,Cotton,Punjab,64.0
2026-05-10,Cotton,Gujarat,64.85
2026-05-10,Cotton,Uttar Pradesh,61.44
2026-05-10,Cotton,Madhya Pradesh,59.86
2026-05-10,Soybean,Maharashtra,43.76
2026-05-10,Soybean,Punjab,42.1
2026-05-10,Soybean,Gujarat,42.91
2026-05-10,Soybean,Uttar Pradesh,41.27
2026-05-10,Soybean,Madhya Pradesh,39.12
2026-05-11,Wheat,Maharashtra,24.12
2026-05-11,Wheat,Punjab,23.52
2026-05-11,Wheat,Gujarat,23.4
2026-05-11,Wheat,Uttar Pradesh,22.2
2026-05-11,Wheat,Madhya Pradesh,22.03
2026-05-11,Rice,Maharashtra,69.65
2026-05-11,Rice,Punjab,68.06
2026-05-11,Rice,Gujarat,68.65
2026-05-11,Rice,Uttar Pradesh,65.6
2026-05-11,Rice,Madhya Pradesh,63.4
2026-05-11,Tomato,Maharashtra,17.84
2026-05-11,Tomato,Punjab,16.51
2026-05-11,Tomato,Gujarat,16.68
2026-05-11,Tomato,Uttar Pradesh,16.38
2026-05-11,Tomato,Madhya Pradesh,15.34
2026-05-11,Potato,Maharashtra,15.89
2026-05-11,Potato,Punjab,15.79
2026-05-11,Potato,Gujarat,15.86
2026-05-11,Potato,Uttar Pradesh,14.87
2026-05-11,Potato,Madhya Pradesh,15.08
2026-05-11,Cotton,Maharashtra,65.97
2026-05-11,Cotton,Punjab,64.01
2026-05-11,Cotton,Gujarat,64.79
2026-05-11,Cotton,Uttar Pradesh,61.14
2026-05-11,Cotton,Madhya Pradesh,59.86
2026-05-11,Soybean,Maharashtra,44.09
2026-05-11,Soybean,Punjab,42.63
2026-05-11,Soybean,Gujarat,43.17
2026-05-11,Soybean,Uttar Pradesh,41.04
2026-05-11,Soybean,Madhya Pradesh,39.28
2026-05-12,Wheat,Maharashtra,23.81
2026-05-12,Wheat,Punjab,22.9
2026-05-12,Wheat,Gujarat,23.24
2026-05-12,Wheat,Uttar Pradesh,22.22
2026-05-12,Wheat,Madhya Pradesh,21.5
2026-05-12,Rice,Maharashtra,69.74
2026-05-12,Rice,Punjab,68.06
2026-05-12,Rice,Gujarat,68.97
2026-05-12,Rice,Uttar Pradesh,65.34
2026-05-12,Rice,Madhya Pradesh,63.11
2026-05-12,Tomato,Maharashtra,17.81
2026-05-12,Tomato,Punjab,16.46
2026-05-12,Tomato,Gujarat,17.39
2026-05-12,Tomato,Uttar Pradesh,15.82
2026-05-12,Tomato,Madhya Pradesh,15.33
2026-05-12,Potato,Maharashtra,16.37
2026-05-12,Potato,Punjab,15.98
2026-05-12,Potato,Gujarat,15.88
2026-05-12,Potato,Uttar Pradesh,15.14
2026-05-12,Potato,Madhya Pradesh,14.65
2026-05-12,Cotton,Maharashtra,65.85
2026-05-12,Cotton,Punjab,63.76
2026-05-12,Cotton,Gujarat,64.62
2026-05-12,Cotton,Uttar Pradesh,61.79
2026-05-12,Cotton,Madhya Pradesh,59.99
2026-05-12,Soybean,Maharashtra,44.09
2026-05-12,Soybean,Punjab,42.69
2026-05-12,Soybean,Gujarat,43.36
2026-05-12,Soybean,Uttar Pradesh,40.91
2026-05-12,Soybean,Madhya Pradesh,39.41
2026-05-13,Wheat,Maharashtra,23.95
2026-05-13,Wheat,Punjab,22.91
2026-05-13,Wheat,Gujarat,23.58
2026-05-13,Wheat,Uttar Pradesh,22.01
2026-05-13,Wheat,Madhya Pradesh,21.21
2026-05-13,Rice,Maharashtra,70.54
2026-05-13,Rice,Punjab,68.05
2026-05-13,Rice,Gujarat,69.12
2026-05-13,Rice,Uttar Pradesh,65.59
2026-05-13,Rice,Madhya Pradesh,63.81
2026-05-13,Tomato,Maharashtra,17.69
2026-05-13,Tomato,Punjab,17.32
2026-05-13,Tomato,Gujarat,17.33
2026-05-13,Tomato,Uttar Pradesh,16.3
2026-05-13,Tomato,Madhya Pradesh,15.84
2026-05-13,Potato,Maharashtra,15.66
2026-05-13,Potato,Punjab,16.11
2026-05-13,Potato,Gujarat,16.16
2026-05-13,Potato,Uttar Pradesh,14.83
2026-05-13,Potato,Madhya Pradesh,14.28
2026-05-13,Cotton,Maharashtra,66.31
2026-05-13,Cotton,Punjab,64.03
2026-05-13,Cotton,Gujarat,64.69
2026-05-13,Cotton,Uttar Pradesh,61.21
2026-05-13,Cotton,Madhya Pradesh,60.18
2026-05-13,Soybean,Maharashtra,43.78
2026-05-13,Soybean,Punjab,42.36
2026-05-13,Soybean,Gujarat,42.52
2026-05-13,Soybean,Uttar Pradesh,40.93
2026-05-13,Soybean,Madhya Pradesh,39.08
2026-05-14,Wheat,Maharashtra,24.14
2026-05-14,Wheat,Punjab,22.93
2026-05-14,Wheat,Gujarat,23.36
2026-05-14,Wheat,Uttar Pradesh,22.15
2026-05-14,Wheat,Madhya Pradesh,21.49
2026-05-14,Rice,Maharashtra,70.47
2026-05-14,Rice,Punjab,68.51
2026-05-14,Rice,Gujarat,68.97
2026-05-14,Rice,Uttar Pradesh,65.15
2026-05-14,Rice,Madhya Pradesh,63.11
2026-05-14,Tomato,Maharashtra,16.96
2026-05-14,Tomato,Punjab,16.93
2026-05-14,Tomato,Gujarat,17.15
2026-05-14,Tomato,Uttar Pradesh,15.92
2026-05-14,Tomato,Madhya Pradesh,15.82
2026-05-14,Potato,Maharashtra,16.13
2026-05-14,Potato,Punjab,15.63
2026-05-14,Potato,Gujarat,15.61
2026-05-14,Potato,Uttar Pradesh,15.33
2026-05-14,Potato,Madhya Pradesh,14.22
2026-05-14,Cotton,Maharashtra,66.12
2026-05-14,Cotton,Punjab,64.08
2026-05-14,Cotton,Gujarat,65.11
2026-05-14,Cotton,Uttar Pradesh,61.77
2026-05-14,Cotton,Madhya Pradesh,60.06
2026-05-14,Soybean,Maharashtra,43.25
2026-05-14,Soybean,Punjab,42.35
2026-05-14,Soybean,Gujarat,42.97
2026-05-14,Soybean,Uttar Pradesh,40.3
2026-05-14,Soybean,Madhya Pradesh,39.34
2026-05-15,Wheat,Maharashtra,23.63
2026-05-15,Wheat,Punjab,22.87
2026-05-15,Wheat,Gujarat,23.22
2026-05-15,Wheat,Uttar Pradesh,22.15
2026-05-15,Wheat,Madhya Pradesh,21.15
2026-05-15,Rice,Maharashtra,70.54
2026-05-15,Rice,Punjab,67.96
2026-05-15,Rice,Gujarat,68.84
2026-05-15,Rice,Uttar Pradesh,65.81
2026-05-15,Rice,Madhya Pradesh,63.6
2026-05-15,Tomato,Maharashtra,17.6
2026-05-15,Tomato,Punjab,17.08
2026-05-15,Tomato,Gujarat,16.51
2026-05-15,Tomato,Uttar Pradesh,16.47
2026-05-15,Tomato,Madhya Pradesh,15.16
2026-05-15,Potato,Maharashtra,15.68
2026-05-15,Potato,Punjab,16.12
2026-05-15,Potato,Gujarat,16.21
2026-05-15,Potato,Uttar Pradesh,15.16
2026-05-15,Potato,Madhya Pradesh,14.69
2026-05-15,Cotton,Maharashtra,66.49
2026-05-15,Cotton,Punjab,64.3
2026-05-15,Cotton,Gujarat,64.63
2026-05-15,Cotton,Uttar Pradesh,61.38
2026-05-15,Cotton,Madhya Pradesh,59.79
2026-05-15,Soybean,Maharashtra,43.99
2026-05-15,Soybean,Punjab,42.56
2026-05-15,Soybean,Gujarat,43.19
2026-05-15,Soybean,Uttar Pradesh,41.2
2026-05-15,Soybean,Madhya Pradesh,39.12
2026-05-16,Wheat,Maharashtra,24.28
